isbn,authors,original_publication_year,original_title,average_rating,image_url
446359408,Flora Rheta Schreiber,1973,Sybil,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
375508325,Carl Sagan,1980,Cosmos,4.35,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1400032822,Chuck Palahniuk,2005,Haunted: A Novel of Stories,3.59,https://images.gr-assets.com/books/1391152326m/22288.jpg
051722285X,Rosamunde Pilcher,1987,The Shell Seekers,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1932416641,Dave Eggers,2006,What Is the What: The Autobiography of Valentino Achak Deng,4.16,https://images.gr-assets.com/books/1328837457m/4952.jpg
582416396,Ronald Holt, Arthur Conan Doyle,1891,A Scandal in Bohemia,4.22,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
805093079,Bill O'Reilly, Martin Dugard,2011,Killing Lincoln: The Shocking Assassination that Changed America Forever,4.02,https://images.gr-assets.com/books/1317793681m/10587120.jpg
307265749,Jhumpa Lahiri,2013,The Lowland,3.82,https://images.gr-assets.com/books/1366930267m/17262100.jpg
142406635,John Flanagan,2004,The Ruins of Gorlan,4.2,https://images.gr-assets.com/books/1293952830m/60400.jpg
067001110X,Laurie Halse Anderson,2009,Wintergirls,3.98,https://images.gr-assets.com/books/1346343878m/5152478.jpg
385339674,John Grisham,2000,The Brethren,3.71,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
553565699,Robin Hobb,1997,Assassin's Quest,4.18,https://images.gr-assets.com/books/1399584431m/45112.jpg
451194004,Ira Levin,1967,Rosemary's Baby,3.96,https://images.gr-assets.com/books/1327878603m/228296.jpg
375507779,Stephen King, Peter Straub,1984,The Talisman,4.12,https://images.gr-assets.com/books/1170530286m/59219.jpg
812550293,Robert Jordan,1998,The Path of Daggers,3.9,https://images.gr-assets.com/books/1390508613m/140974.jpg
140042520,Jack Kerouac,1958,The Dharma Bums,3.94,https://images.gr-assets.com/books/1428986082m/412732.jpg
1841497126,Kelley Armstrong,2010,The Reckoning,4.21,https://images.gr-assets.com/books/1327154591m/6468666.jpg
1400067553,Katherine Boo,2012,Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity,3.97,https://images.gr-assets.com/books/1315601232m/11869272.jpg
152058109,P.L. Travers, Mary Shepard,1934,Mary Poppins,4.05,https://images.gr-assets.com/books/1327947805m/152380.jpg
553804685,Scott Lynch,2007,Red Seas Under Red Skies,4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
679734775,Sandra Cisneros,1984,The House on Mango Street,3.57,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
670018708,David Benioff,2008,City of Thieves,4.28,https://images.gr-assets.com/books/1392015757m/1971304.jpg
61245089,Jeaniene Frost,2007,Halfway to the Grave,4.18,https://images.gr-assets.com/books/1373855613m/1421990.jpg
141318309,Roald Dahl, Quentin Blake,1980,The Twits,3.94,https://images.gr-assets.com/books/1406090629m/31456.jpg
60278250,Garth Nix,2003,Abhorsen,4.29,https://images.gr-assets.com/books/1401683669m/334643.jpg
446612545,James Patterson, Peter de Jonge,2002,The Beach House,3.82,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
751504572,Stephen King,1987,Eyes of the Dragon,3.92,https://images.gr-assets.com/books/1430121758m/10611.jpg
441104029,Frank Herbert,1976,Children of Dune,3.9,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1841499889,James S.A. Corey,2011,Leviathan Wakes,4.2,https://images.gr-assets.com/books/1411013134m/8855321.jpg
1619636042,Sarah J. Maas,2015,Queen of Shadows,4.6,https://images.gr-assets.com/books/1441230104m/18006496.jpg
679729771,Art Spiegelman,1991,Maus II : And Here My Troubles Began ,4.41,https://images.gr-assets.com/books/1327887479m/15197.jpg
140501827,Ezra Jack Keats,1962,The Snowy Day,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
747267634,Janet Evanovich,2003,To the Nines,4.16,https://images.gr-assets.com/books/1169433446m/40331.jpg
312554192,Emily Giffin,2012,Where We Belong,3.86,https://images.gr-assets.com/books/1340320747m/12987977.jpg
385495226,Richard   Preston,1994,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,4.1,https://images.gr-assets.com/books/1413747743m/16213.jpg
670024856,Elizabeth Gilbert,2012,The Signature of All Things,3.81,https://images.gr-assets.com/books/1364277893m/17465453.jpg
1592402038,Lynne Truss,2003,Eats, Shoots and Leaves,3.86,https://images.gr-assets.com/books/1473392595m/8600.jpg
60572965,Kim Harrison,2004,Dead Witch Walking,4.04,https://images.gr-assets.com/books/1391713381m/30264.jpg
752898477,Diana Gabaldon,2009,An Echo in the Bone,4.42,https://images.gr-assets.com/books/1370918297m/2832909.jpg
61996165,Cynthia Hand,2011,Unearthly,4.06,https://images.gr-assets.com/books/1324782984m/7488244.jpg
310226058,Lee Strobel,1988,The Case for Christ,4.1,https://images.gr-assets.com/books/1448776489m/73186.jpg
812577566,Robert Jordan,2005,Knife of Dreams,4.12,https://images.gr-assets.com/books/1397856387m/13888.jpg
440421705,Carl Hiaasen,2002,Hoot,3.81,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1594487367,Junot Díaz,2012,This is How You Lose Her,3.75,https://images.gr-assets.com/books/1342596676m/13503109.jpg
553375407,Daniel Quinn,1992,Ishmael: An Adventure of the Mind and Spirit,3.97,https://images.gr-assets.com/books/1388180479m/227265.jpg
1416995552,Jenny Han,2010,It's Not Summer Without You,4.14,https://images.gr-assets.com/books/1479864019m/6584188.jpg
373210493,Katie McGarry,2012,Pushing the Limits,4.08,https://images.gr-assets.com/books/1322770025m/10194514.jpg
439321611,Kennilworthy Whisp, J.K. Rowling,2001,Quidditch Through the Ages,3.85,https://images.gr-assets.com/books/1369689506m/111450.jpg
395401461,Harry Allard, James  Marshall,1977,Miss Nelson Is Missing!,4.26,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
451196716,Richard Bachman, Stephen King,1979,The Long Walk,4.11,https://images.gr-assets.com/books/1309212400m/9014.jpg
60566213,Lemony Snicket, Brett Helquist,2001,The Ersatz Elevator,4.01,https://images.gr-assets.com/books/1352066916m/172327.jpg
385732538,Lois Lowry,2004,Messenger ,3.9,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
451412354,J.R. Ward,2007,Lover Revealed,4.3,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
385516487,Stephen King, Jerry N. Uelsmann,2005,'Salem's Lot The Illustrated Edition,4.25,https://images.gr-assets.com/books/1320478491m/5413.jpg
316057770,Trenton Lee Stewart, Carson Ellis,2007,The Mysterious Benedict Society,4.14,https://images.gr-assets.com/books/1342715444m/83369.jpg
446579807,Christopher Hitchens,2007,God is Not Great: How Religion Poisons Everything,3.96,https://images.gr-assets.com/books/1411218313m/43369.jpg
1301627445,Abbi Glines,2013,Never Too Far (Too Far, #2),4.21,https://images.gr-assets.com/books/1356822956m/17029526.jpg
61015733,Michael Crichton,2004,State of Fear,3.69,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
316122386,Jennifer E. Smith,2012,The Statistical Probability of Love at First Sight,3.8,https://images.gr-assets.com/books/1337187623m/10798416.jpg
786836547,Jonathan Stroud,2004,The Golem's Eye,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
184243022X,Tom Robbins,1980,Still Life with Woodpecker,4.04,https://images.gr-assets.com/books/1308749778m/9566.jpg
156031663,Jenna Blum,2004,Those Who Save Us,4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
385340540,John Grisham,2005,The Broker,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1595143971,Beth Revis,2011,Across the Universe,3.78,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
671250671,M. Scott Peck,1978,The Road Less Traveled:  A New Psychology of Love, Traditional Values, and Spiritual Growth,4.03,https://images.gr-assets.com/books/1322673263m/347852.jpg
451459873,Jim Butcher,2004,Blood Rites,4.33,https://images.gr-assets.com/books/1345557965m/99383.jpg
807508527,Gertrude Chandler Warner, L. Kate Deal,1942,The Boxcar Children,4.09,https://images.gr-assets.com/books/1173489650m/297249.jpg
143123238,A.S.A. Harrison,2013,The Silent Wife,3.3,https://images.gr-assets.com/books/1356094989m/16171291.jpg
91940737,Caitlin Moran,2011,How to Be a Woman,3.73,https://images.gr-assets.com/books/1405909800m/10600242.jpg
297854399,Keith Richards,2010,Life,3.84,https://images.gr-assets.com/books/1327960451m/9439303.jpg
676979343,Jhumpa Lahiri,2008,Unaccustomed Earth,4.11,https://images.gr-assets.com/books/1320398140m/85301.jpg
316601950,Anita Shreve,1998,The Pilot's Wife,3.5,https://images.gr-assets.com/books/1435011220m/5191.jpg
140283307,Don DeLillo,1985,White Noise,3.86,https://images.gr-assets.com/books/1327934706m/11762.jpg
743464117,Stephen E. Ambrose,1992,Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest,4.42,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
785819118,Charles Darwin,1859,On the Origin of Species by Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1891830430,Craig Thompson,2003,Blankets,4.06,https://images.gr-assets.com/books/1460925949m/25179.jpg
61374229,David Wroblewski,2008,The Story of Edgar Sawtelle,3.6,https://images.gr-assets.com/books/1310466361m/2731276.jpg
345439104,Christina Schwarz,2000,Drowning Ruth,3.73,https://images.gr-assets.com/books/1390180160m/5171.jpg
876850867,Charles Bukowski,1971,Post Office,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
679744398,Cormac McCarthy,1992,All the Pretty Horses,3.97,https://images.gr-assets.com/books/1498463335m/469571.jpg
1593082045,Arthur Conan Doyle, Kyle Freeman,1914,Sherlock Holmes: The Complete Novels and Stories, Vol 2,4.46,https://images.gr-assets.com/books/1347663158m/3586.jpg
1569319014,Eiichirō Oda, Andy Nakatani,1997,One Piece, Volume 01,4.42,https://images.gr-assets.com/books/1318523719m/1237398.jpg
451450523,Peter S. Beagle,1968,The Last Unicorn,4.18,https://images.gr-assets.com/books/1358147318m/29127.jpg
60577312,Angie Sage,2005,Magyk,3.8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
689848919,Laurie Halse Anderson,2000,Fever 1793,3.89,https://images.gr-assets.com/books/1381743126m/781110.jpg
670018864,Tana French,2008,The Likeness,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
307408868,Erik Larson,2015,Dead Wake: The Last Crossing of the Lusitania,4.07,https://images.gr-assets.com/books/1408923747m/22551730.jpg
812504690,Rudyard Kipling,1894,The Jungle Book,3.94,https://images.gr-assets.com/books/1327873594m/77270.jpg
872863107,Allen Ginsberg, William Carlos Williams,1956,Howl and Other Poems ,4.14,https://images.gr-assets.com/books/1327870926m/6295.jpg
073380084X,Richard Carlson,1997,Don't Sweat the Small Stuff,3.95,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1617750255,Adam Mansbach, Ricardo Cortés,2011,Go the Fuck to Sleep,4.26,https://images.gr-assets.com/books/1342861907m/11192642.jpg
345418778,Douglas Adams,1992,Mostly Harmless,3.96,https://images.gr-assets.com/books/1320725132m/360.jpg
074325807X,Walter Isaacson,2003,Benjamin Franklin: An American Life,3.96,https://images.gr-assets.com/books/1397772877m/10883.jpg
385343833,Téa Obreht,2011,The Tiger's Wife,3.37,https://images.gr-assets.com/books/1382570044m/8366402.jpg
778324338,Maria V. Snyder,2005,Poison Study,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
451222350,J.R. Ward,2007,Lover Unbound,4.33,https://images.gr-assets.com/books/1351276662m/304027.jpg
60502932,Terry Pratchett,2004,Going Postal,4.36,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
967686563,Anonymous, Joseph Smith Jr.,1830,The Book of Mormon,4.37,https://images.gr-assets.com/books/1327389004m/323355.jpg
451223292,Stephen King,1980,The Mist,3.92,https://images.gr-assets.com/books/1331317781m/813214.jpg
045146091X,Jim Butcher,2005,Dead Beat,4.43,https://images.gr-assets.com/books/1345667776m/17683.jpg
345539826,Pierce Brown,2015,Golden Son,4.46,https://images.gr-assets.com/books/1394684475m/18966819.jpg
055215430X,Terry Pratchett,2002,Night Watch,4.47,https://images.gr-assets.com/books/1320518310m/47989.jpg
61020702,Terry Pratchett,1986,The Light Fantastic,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
316078573,Malcolm Gladwell,2009,What the Dog Saw and Other Adventures,3.82,https://images.gr-assets.com/books/1344263875m/6516450.jpg
62430874,Karin Slaughter,2015,Pretty Girls,3.95,https://images.gr-assets.com/books/1432205734m/25574782.jpg
575077905,Joe Abercrombie,2008,Last Argument of Kings,4.26,https://images.gr-assets.com/books/1302062699m/944076.jpg
1476770387,Stephen King,2014,Revival,3.75,https://images.gr-assets.com/books/1394651975m/20926278.jpg
679800034,Dr. Seuss,1954,Horton Hears a Who!,4.16,https://images.gr-assets.com/books/1327924655m/7779.jpg
60590165,Garth Nix,2001,Lirael,4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
316155594,James Patterson,2006,School's Out Forever,4.16,https://images.gr-assets.com/books/1346079917m/13139.jpg
312642989,Marissa Meyer,2015,Winter,4.49,https://images.gr-assets.com/books/1470057036m/13206900.jpg
141439734,Robert Louis Stevenson, Robert Mighall,1886,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror ,3.94,https://images.gr-assets.com/books/1327927453m/51497.jpg
345503805,Peter V. Brett,2008,The Painted Man,4.27,https://images.gr-assets.com/books/1354571949m/3428935.jpg
440241022,Lee Child,2005,One Shot,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1423140575,Rick Riordan,2012,The Serpent's Shadow,4.28,https://images.gr-assets.com/books/1366227982m/12893742.jpg
1416552510,Stephen King,2008,Duma Key,3.93,https://images.gr-assets.com/books/1470266968m/472343.jpg
330448447,Kate Morton,2006,The Shifting Fog,3.93,https://images.gr-assets.com/books/1356452218m/1278752.jpg
451461037,Jim Butcher,2006,Proven Guilty,4.41,https://images.gr-assets.com/books/1345667469m/91474.jpg
618084746,Carson McCullers,1940,The Heart is a Lonely Hunter,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
441627404,T.H. White,1958,The Once and Future King,4.08,https://images.gr-assets.com/books/1338741283m/43545.jpg
552152978,Terry Pratchett,1992,Small Gods,4.27,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
385323069,Christopher Paul Curtis,1999,Bud, Not Buddy,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
006135323X,Dan Ariely,2007,Predictably Irrational: The Hidden Forces that Shape Our Decisions,4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7148984,Lynne Reid Banks,1980,The Indian in the Cupboard,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
765325950,Robert Jordan, Brandon Sanderson,2012,A Memory of Light,4.5,https://images.gr-assets.com/books/1336055749m/7743175.jpg
1419701762,Jesse Andrews,2012,Me and Earl and the Dying Girl,3.58,https://images.gr-assets.com/books/1337216932m/12700353.jpg
810984911,Jeff Kinney,2010,The Ugly Truth,4.16,https://images.gr-assets.com/books/1332046095m/7823678.jpg
312990227,Janet Evanovich,2002,Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4),4.34,https://images.gr-assets.com/books/1317792858m/147074.jpg
60839783,Simon Winchester,1998,The Surgeon of Crowthorne: a tale of murder, madness & the love of words,3.84,https://images.gr-assets.com/books/1407110918m/25019.jpg
446696633,James Patterson, Andrew Gross,2002,2nd Chance,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
141014083,Art Spiegelman,1986,The Complete Maus,4.53,https://images.gr-assets.com/books/1327354180m/15195.jpg
142001805,Jasper Fforde,2001,The Eyre Affair,3.92,https://images.gr-assets.com/books/1445540555m/27003.jpg
345373944,Faye Perozich, Anne Rice, John Bolton, Daerick Gröss,1989,Anne Rice's The Vampire Lestat: The Graphic Novel,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1573221112,Dalai Lama XIV, Howard C. Cutler,1998,The Art of Happiness: A Handbook for Living,4.14,https://images.gr-assets.com/books/1309287434m/38210.jpg
1400065674,David Mitchell,2014,The Bone Clocks,3.81,https://images.gr-assets.com/books/1398205538m/20819685.jpg
385333137,Anna Quindlen,1998,Black and Blue,3.86,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
385339682,John Grisham,2004,The Last Juror,3.85,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1400032814,Chuck Palahniuk,2003,Diary,3.6,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
312985347,Janet Evanovich,2005,Eleven on Top,4.15,https://images.gr-assets.com/books/1166394806m/11003.jpg
439554004,Cornelia Funke, Anthea Bell,2005,Tintenblut,3.91,https://images.gr-assets.com/books/1395358683m/28195.jpg
743236017,Chuck Klosterman,2003,Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto,3.75,https://images.gr-assets.com/books/1380742001m/599.jpg
316926345,Evelyn Waugh,1945,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
